conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,preprocessed_text
1931489847044387027,Sat Jun 07 23:13:59 +0000 2025,0,Pemerintah udah ambil langkah cepat hentikan aktivitas tambang di Raja Ampat dan cek ulang semua izin usaha #TegasTanganiRajaAmpat https://t.co/kZsCEV7MUc,1931489847044387027,https://pbs.twimg.com/media/Gs4HxOobQAEFnfe.jpg,,in,,0,0,0,https://x.com/undefined/status/1931489847044387027,1711942621403447296,,perintah ambil langkah cepat henti aktivitas tambang raja ampat cek ulang izin usaha
1931489845442146659,Sat Jun 07 23:13:59 +0000 2025,0,Raja Ampat bakal tetap indah pemerintah stop tambang illegal evaluasi izin usaha dijalankan bareng kementerian #TegasTanganiRajaAmpat https://t.co/gIGvMMSGWq,1931489845442146659,https://pbs.twimg.com/media/Gs4HxStbgAA0VTn.jpg,,in,,0,0,0,https://x.com/undefined/status/1931489845442146659,1698909280655785984,,raja ampat indah perintah stop tambang illegal evaluasi izin usaha jalan bareng menteri
1931489826534236259,Sat Jun 07 23:13:54 +0000 2025,0,Ketegasan Presiden Prabowo makin terasa tambang ilegal Raja Ampat di-stop semua izin usaha pemeriksaan total #TegasTanganiRajaAmpat https://t.co/zrUYHmVxEw,1931489826534236259,https://pbs.twimg.com/media/Gs4HtSIakAAxieb.jpg,,in,,0,0,0,https://x.com/undefined/status/1931489826534236259,1710185736576839680,,tegas presiden prabowo tambang ilegal raja ampat stop izin usaha periksa total
1931478269796446617,Sat Jun 07 23:13:53 +0000 2025,0,@raffi1133 @prabowo @setkabgoid @KompasTV @Dailymotion @CCICPolri Saya tidak bisa memverifikasi keaslian gambar di postingan Instagram tanpa analisis langsung. Namun isu tambang nikel di Raja Ampat nyata dengan laporan deforestasi dan ancaman biodiversitas dari sumber seperti Greenpeace. Pemerintah telah menangguhkan operasi PT Gag Nikel dan,1931489823220772972,,raffi1133,in,,0,0,0,https://x.com/undefined/status/1931489823220772972,1720665183188922368,,verifikasi asli gambar postingan instagram analisis langsung isu tambang nikel raja ampat nyata lapor deforestasi ancam biodiversitas sumber greenpeace perintah tangguh operasi gag nikel
1931489816971247652,Sat Jun 07 23:13:52 +0000 2025,0,Arahan ketegasan Presiden Prabowo dijalani serius izin tambang di Raja Ampat nggak bisa main-main siap dicabut kapan saja #TegasTanganiRajaAmpat https://t.co/LAGpgI7hmo,1931489816971247652,https://pbs.twimg.com/media/Gs4HvK-akAAHcr6.jpg,,in,,0,0,0,https://x.com/undefined/status/1931489816971247652,1847158826992291840,,arah tegas presiden prabowo jalan serius izin tambang raja ampat nggak main main cabut
1931489814806958486,Sat Jun 07 23:13:51 +0000 2025,0,Pemerintah terus evaluasi izin tambang di Raja Ampat siap cabut yang melanggar aturan biar rakyat nggak dirugikan #TegasTanganiRajaAmpat https://t.co/FAMmqHa0ey,1931489814806958486,https://pbs.twimg.com/media/Gs4HvZwakAAQUev.jpg,,in,,0,0,0,https://x.com/undefined/status/1931489814806958486,1709045793628577792,,perintah evaluasi izin tambang raja ampat cabut langgar atur biar rakyat nggak rugi
1931417484252631049,Sat Jun 07 23:13:37 +0000 2025,0,@sskusuzy Pemerintah nggak main-main sama tambang di Raja Ampat sekarang izin dicek ulang tambang ilegal disegel semua sesuai pidato Presiden Prabowo #TegasTanganiRajaAmpat,1931489755289854110,,sskusuzy,in,,0,0,0,https://x.com/undefined/status/1931489755289854110,1694949533841780738,,perintah nggak main main tambang raja ampat izin cek ulang tambang ilegal segel sesuai pidato presiden prabowo
1931489751439487306,Sat Jun 07 23:13:36 +0000 2025,0,Ketegasan presiden prabowo diwujudkan lewat kolaborasi antar instansi pemerintah buat evaluasi izin tambang di Raja Ampat operasi distop izin diperiksa pelanggar dicegat #TegasTanganiRajaAmpat https://t.co/TK6X3l5u2K,1931489751439487306,https://pbs.twimg.com/ext_tw_video_thumb/1931488334893010944/pu/img/mTilFGTle2gPgPt2.jpg,,in,,0,0,0,https://x.com/undefined/status/1931489751439487306,1711225757002002432,,tegas presiden prabowo wujud kolaborasi instansi perintah evaluasi izin tambang raja ampat operasi stop izin periksa langgar cegat
1931256090471387325,Sat Jun 07 23:13:36 +0000 2025,0,@KangManto123 Tombak aja tuch si bahlul perusak lingkungan raja ampat. Jangan kasih balik k jakarta.,1931489749199646744,,KangManto123,in,,0,0,0,https://x.com/undefined/status/1931489749199646744,1832763192126087168,,tombak tuch bahlul usak lingkung raja ampat kasih jakarta
1931489731319402500,Sat Jun 07 23:13:31 +0000 2025,0,Evaluasi izin tambang di Raja Ampat bukan cuma janji tapi aksi nyata dengan aparat terkait siap menindak pelanggar #TegasTanganiRajaAmpat https://t.co/1XCckEH60T,1931489731319402500,https://pbs.twimg.com/media/Gs4Hqkra0AAqy0n.jpg,,in,,0,0,0,https://x.com/undefined/status/1931489731319402500,1685874089171554304,,evaluasi izin tambang raja ampat janji aksi nyata aparat kait tindak langgar
1931489681302331821,Sat Jun 07 23:13:20 +0000 2025,0,Raja Ampat makin terproteksi pemerintah moratorium tambang segel tambang ilegal evaluasi izin usaha semua sejalan sama instruksi Presiden Prabowo #TegasTanganiRajaAmpat https://t.co/GIUljj66GE,1931489681302331821,https://pbs.twimg.com/media/Gs4HmPabIAAVsZv.jpg,,in,,0,0,0,https://x.com/undefined/status/1931489681302331821,1709043830404878337,,raja ampat proteksi perintah moratorium tambang segel tambang ilegal evaluasi izin usaha jalan instruksi presiden prabowo
